cpf;indices
720.356.891-12;62264
720.358.916-12;99164
720.359.684-29;31696
720.368.145-90;17282
720.368.519-59;96807
720.368.954-92;15457
720.369.845-92;56436
720.384.659-83;34345
720.385.469-83;50571
720.385.914-23;78258
720.394.685-10;19849
720.395.168-59;1554
720.415.693-52;55825
720.418.935-32;14840
720.419.835-23;1265
720.419.863-87;70793
720.436.185-71;60555
720.451.896-94;41799
720.453.169-80;96940
720.456.938-56;54693
720.458.136-90;49254
720.458.169-58;68073
720.459.681-11;6932
720.461.539-52;97224
720.463.519-16;80016
720.465.891-49;37597
720.465.931-70;46943
720.481.369-31;93725
720.481.593-97;50422
720.483.956-00;84807
720.486.195-76;68957
720.489.165-11;37800
720.491.568-20;55553
720.496.831-03;63820
720.498.315-79;40948
720.514.386-17;75555
720.518.936-59;20954
720.541.893-32;18862
720.543.198-05;30606
720.546.831-08;6763
720.546.893-00;44582
720.546.938-47;50501
720.548.319-05;72278
720.563.149-16;97999
720.563.981-68;10684
720.564.138-17;99430
720.581.439-14;12397
720.581.496-02;61086
720.583.169-59;7064
720.583.691-30;14955
720.584.961-67;26469
720.586.194-20;98237
720.586.493-38;60338
720.593.618-77;9169
720.598.463-74;97498
720.613.859-40;51273
720.614.859-01;92712
720.618.395-68;34828
720.619.854-67;82650
720.631.589-59;4639
720.631.845-26;12238
720.631.854-17;45344
720.635.948-56;5678
720.638.459-56;34662
720.638.915-59;66672
720.641.583-08;70043
720.641.938-04;28920
720.643.195-06;95578
720.643.519-06;16200
720.645.318-07;75073
720.649.381-50;52125
720.651.983-03;37584
720.653.841-07;89501
720.653.849-56;78827
720.654.183-62;89831
720.654.391-06;47110
720.654.891-11;83915
720.659.138-86;75337
720.691.584-11;1934
720.693.458-74;18742
720.813.549-50;90493
720.813.964-40;57927
720.815.946-76;90226
720.816.493-22;23520
720.816.943-87;53454
720.819.435-14;52244
720.831.459-41;58941
720.831.495-05;19546
720.834.916-96;10892
720.845.316-08;47768
720.845.361-62;69895
720.851.349-04;37986
720.851.946-30;29115
720.853.941-32;93385
720.861.593-40;37865
720.861.953-03;73836
720.865.134-53;52458
720.869.134-78;89169
720.893.156-95;35096
720.893.461-40;75691
720.895.134-97;18645
720.896.154-94;89464
720.896.513-77;8072
720.914.653-99;21299
720.934.851-41;50803
720.935.461-16;72769
720.936.815-95;45678
720.945.186-20;11359
720.945.831-04;69930
720.945.861-11;10050
720.946.538-38;86876
720.948.531-79;58692
720.953.164-52;55674
720.953.846-10;97815
720.956.318-03;65930
720.963.145-34;45154
720.968.135-30;7017
720.968.531-68;38387
720.981.435-32;62849
720.984.315-97;60083
720.985.341-32;41555
720.986.153-02;68171
721.034.659-70;92269
721.035.496-43;93859
721.035.846-35;95368
721.043.896-31;10874,55378
721.048.659-30;11765
721.048.695-01;58380
721.053.496-25;95636
721.053.849-60;21835
721.054.896-30;26980
721.056.398-95;34583
721.058.634-26;5539
721.063.459-25;57059
721.064.589-67;59753
721.069.548-67;29844
721.084.563-17;48687
721.093.856-77;2556
721.095.468-67;37755
721.096.584-01;47186
721.306.954-34;17548
721.309.846-22;37870
721.340.895-04;56524
721.349.056-70;30301
721.349.658-19;93781
721.354.806-90;70301
721.354.860-35;52988
721.356.084-08;66417
721.356.804-35;87105
721.359.608-02;97608
721.368.495-73;33318
721.384.650-71;60545
721.385.096-21;18435
721.386.094-13;7195
721.386.594-37;93314
721.390.456-61;34347
721.394.508-41;3200
721.395.608-68;69877
721.396.804-13;992
721.398.650-30;30781
721.406.835-44;39336
721.435.968-55;57000
721.436.095-07;59976
721.439.608-40;29821
721.453.806-71;2888
721.453.896-28;12380
721.456.809-85;21769
721.459.036-07;77470
721.459.638-55;92059
721.459.830-23;33308
721.463.089-31;9002
721.463.590-99;23788
721.465.803-80;43209
721.468.590-67;91825
721.480.395-04;93307
721.483.506-17;72615
721.489.350-97;10726
721.490.835-23;15760
721.493.850-23;81183
721.496.085-02;65767
721.496.380-96;52754
721.508.634-80;37387
721.508.964-94;39245
721.509.864-85;34515
721.539.084-50;65506
721.539.460-34;49576
721.539.604-52;47215
721.546.890-94;83488
721.560.943-06;42527
721.563.894-46;43368
721.568.903-40;7688
721.580.346-53;82576
721.586.403-08;48970
721.586.430-80;58370
721.589.306-59;22715
721.589.403-79;64480
721.589.460-67;72466
721.590.648-58;62776
721.593.068-86;52107
721.593.460-80;89555
721.605.438-53;12445
721.605.893-30;62564
721.635.490-70;10155
721.635.498-28;71323
721.643.059-06;38679
721.643.890-69;27010
721.648.503-35;61313
721.649.035-52;6711
721.649.538-19;64966
721.650.384-80;15602
721.650.943-99;2100
721.653.894-37;61276
721.654.083-26;49162
721.658.094-01;69355
721.680.435-07;3209
721.689.305-03;47844
721.695.438-64;12072,52549
721.698.350-59;51111
721.698.405-67;14604
721.804.359-32;61856
721.830.594-60;94366
721.839.506-68;80404
721.840.695-58;76123
721.846.359-28;78781
721.846.950-76;49107
721.849.360-22;91576
721.854.396-00;70916
721.856.034-26;10653
721.856.043-17;28796
721.859.406-94;14950
721.860.439-04;29229
721.860.594-01;88818
721.863.549-00;12726
721.864.309-40;41341
721.869.305-95;81117
721.890.354-14;63472
721.894.560-02;75920
721.895.034-50;63269
721.895.436-73;18509
721.903.865-86;54063
721.930.864-78;67020
721.936.450-43;55751
721.938.460-22;46395
721.940.358-50;11467
721.943.608-40;71840
721.945.803-79;32779
721.946.530-07;73093
721.954.683-19;6847
721.963.084-04;96850
721.968.345-64;56340
721.983.650-30;46278
721.984.536-73;97802
721.985.406-49;10811
723.016.485-08;95304
723.016.495-80;15115
723.016.984-40;47611
723.018.496-78;47262
723.019.468-78;84169
723.041.956-52;96626
723.045.186-80;83717
723.045.198-14;79730
723.046.518-44;82594
723.046.581-80;938
723.046.981-31;35058
723.048.956-38;12418,38437
723.051.468-17;39348
723.051.946-25;34003
723.054.961-25;57500
723.054.968-00;62552
723.056.914-16;83608
723.058.916-95;697
723.059.618-12;5763
723.081.549-50;79446
723.084.596-38;69330
723.089.641-03;55512
723.091.456-61;20438
723.094.158-04;83994
723.094.685-92;61071
723.095.418-50;50226
723.098.645-10;3455
723.098.654-00;63410
723.105.968-68;80173
723.108.495-88;92820
723.145.809-23;87842
723.146.589-73;21960
723.148.659-28;37745
723.150.649-61;96728
723.156.849-19;40578
723.160.459-52;8500
723.160.854-07;17321
723.160.984-87;29435
723.180.694-50;82933
723.184.605-07;11047
723.184.956-37;36719
723.185.609-86;16585
723.190.846-22;95389
723.194.608-96;45834
723.198.046-50;63135
723.410.658-80;34689
723.410.956-07;16536
723.416.589-46;49398
723.418.069-96;13679
723.419.506-80;51736
723.450.168-17;20054
723.450.819-88;10039
723.451.806-17;35648
723.456.190-07;14718
723.458.061-17;31494
723.458.069-74;74720
723.460.598-38;74543
723.461.580-62;14823
723.465.198-55;91761
723.469.108-13;22941
723.480.915-50;4728
723.481.569-46;81504
723.481.906-13;39229
723.485.610-26;33991
723.486.510-17;3451
723.490.158-23;72498
723.491.850-79;71297
723.496.581-55;20675
723.498.506-92;67666
723.498.516-64;368
723.501.469-52;24328
723.509.418-41;95712
723.510.694-80;8824
723.514.069-07;59736
723.516.084-53;82137
723.516.089-68;96346
723.540.968-10;83933
723.541.089-23;36853
723.541.890-79;94910
723.546.098-92;39704
723.548.069-65;80366
723.549.108-60;60353
723.561.489-73;88369
723.564.098-74;9146
723.564.910-07;44718
723.564.980-10;11222
723.580.496-38;45964
723.594.016-61;14471
723.594.018-23;41962
723.594.601-61;91206
723.596.180-59;29728
723.604.851-80;68897
723.608.415-80;90401
723.615.480-62;59507
723.615.948-46;52604
723.618.504-35;87716
723.618.905-77;12614
723.645.019-70;83769
723.645.081-26;79654
723.648.105-07;21993
723.649.081-40;49906
723.649.581-64;52833
723.650.491-25;39446
723.650.819-59;22793
723.650.894-29;67044
723.658.104-62;11371
723.680.519-02;20474
723.681.540-35;92891
723.684.015-71;30214
723.689.105-30;77542
723.694.180-87;16244
723.698.415-91;38737
723.805.941-04;10258
723.809.165-86;8099
723.809.461-40;44169
723.810.594-23;18143
723.810.964-69;83003
723.814.056-07;53443
723.846.091-22;44821
723.846.519-19;29152
723.850.496-00;8929
723.850.946-65;83155
723.851.649-73;33009
723.860.419-13;64533
723.860.514-71;75804
723.864.091-04;14010
723.890.165-02;39717
723.894.150-32;62154
723.894.601-78;52918
723.895.410-97;37050
723.896.051-68;13570
723.896.410-40;58538
723.906.148-50;88888
723.908.451-50;15729
723.914.085-79;78839
723.916.085-86;9113
723.941.560-07;588
723.941.680-13;96025
723.941.865-00;85540
723.946.810-04;72324
723.946.851-82;23942
723.950.648-74;74500
723.956.810-59;82635
723.958.160-86;21707
723.964.158-91;8766
723.964.185-64;27494
723.980.146-22;29118
723.981.564-19;2905
723.984.156-19;92438
723.984.560-56;10593
723.986.405-74;89465
724.038.651-17;91627
724.038.951-05;73889
724.039.681-96;35751
724.051.368-80;9715
724.056.918-76;33685
724.056.931-43;39048
724.068.319-22;993
724.069.531-06;23031
724.069.853-00;51491
724.085.963-00;48729
724.086.931-87;67886
724.089.135-60;46620
724.091.836-03;52815
724.091.863-78;68043
724.091.865-30;65169
724.095.831-05;15833
724.103.985-88;74468
724.109.365-80;86723
724.109.386-04;28265
724.136.905-06;36322
724.150.683-90;68150,76629
724.150.963-34;99314
724.160.538-17;19363
724.163.890-50;10217
724.165.309-25;37648
724.165.893-00;12150
724.185.630-90;94555
724.189.035-32;56423
724.189.063-96;85567
724.193.068-13;97798
724.196.085-85;92599
724.198.536-28;54082
724.301.956-07;9372
724.306.918-50;63970
724.308.196-78;3093
724.308.691-87;32859
724.308.956-92;12704
724.309.615-80;79401
724.315.890-05;36563
724.316.905-80;43427,61027
724.318.506-17;92461
724.350.698-47;65030
724.351.096-52;10332
724.356.018-08;70980
724.356.890-47;82828
724.359.160-43;98196
724.368.105-08;14952
724.381.059-41;36936
724.391.086-69;41581
724.391.568-09;79015
724.391.685-64;63075
724.395.061-25;587
724.395.081-79;98295
724.396.018-96;99428
724.506.139-43;11583
724.506.381-80;76644
724.519.068-20;99670
724.519.803-97;96879
724.531.098-04;10159
724.536.081-26;56196
724.538.190-97;58743
724.561.930-16;45175
724.561.980-85;10460
724.586.901-49;69523
724.590.613-07;93038
724.598.061-67;22120
724.598.630-47;28485
724.601.895-67;1780
724.603.198-78;86666
724.605.198-85;77928
724.608.195-01;12961
724.608.391-03;45093
724.615.038-26;39043
724.618.359-00;48215
724.618.503-80;25663
724.619.583-19;36304
724.630.598-00;71943
724.651.809-67;17730
724.658.130-80;7635
724.659.301-25;16090
724.698.150-02;11672,29704
724.698.351-19;73307
724.698.531-09;86339
724.809.563-00;60178
724.816.035-08;70321
724.816.503-44;58729
724.830.195-79;47939
724.830.516-26;98510
724.831.056-53;50175
724.831.596-64;47831
724.831.690-31;34840
724.831.906-69;30512
724.836.509-29;34874
724.839.561-73;27188
724.850.693-10;47058
724.856.391-91;6561
724.859.031-23;28814
724.859.063-00;84706
724.860.931-50;31896
724.869.053-83;84553
724.890.135-05;75181
724.893.065-29;71194
724.903.651-34;303
724.905.861-49;41247
724.906.835-00;59810
724.908.651-02;25344
724.913.508-23;8984
724.913.586-46;14295,35376
724.918.063-04;58165
724.931.065-80;7130
724.931.506-43;83272
724.931.806-31;60979
724.953.106-99;85182
724.956.301-70;3042
724.956.310-61;55899
724.956.830-29;36855
724.958.130-97;55614
724.961.358-82;86258
724.965.310-52;40345
724.981.635-73;22789
724.983.561-00;67259
724.985.136-55;96403
725.013.496-52;11889
725.014.893-14;28784
725.019.834-32;98110
725.039.814-88;32085
725.041.368-62;99377
725.046.819-76;72676
725.049.381-79;96147
725.049.816-94;98060
725.063.481-07;60968
725.064.381-90;6291
725.081.349-88;11113
725.089.163-40;64959
725.091.834-60;60793
725.096.814-94;10267
725.098.134-04;34348
725.104.698-94;38755
725.106.489-85;95418
725.109.836-95;85938
725.130.649-25;63255
725.140.936-43;83709
725.146.938-37;7316
725.149.306-34;2784
725.163.049-43;3184
725.163.084-26;15364
725.164.083-07;60410
725.164.308-17;27697,43409
725.183.046-90;74752
725.184.609-85;15419
725.184.639-09;8280
725.184.903-88;84014
725.184.960-76;3520
725.189.604-49;44342
725.190.438-14;74842
725.196.348-55;34808
725.304.681-17;78346
725.309.681-95;33461
725.309.861-77;39085
725.310.648-26;22300
725.316.894-19;70686
725.319.408-04;67512
725.340.918-32;63589
725.340.986-83;71287
725.341.809-32;97512
725.346.809-00;21272
725.346.910-07;19847
725.349.180-79;45174
725.380.619-03;59268
725.381.640-44;69109
725.384.061-53;60867
725.386.194-91;57741
725.386.941-91;3796
725.389.061-21;88642
725.389.160-03;51861
725.398.014-04;31210
725.401.938-97;29164
725.406.139-34;66228
725.406.983-10;48877
725.408.163-71;62291
725.409.386-47;6588
725.413.690-34;94013
725.418.906-30;21083
725.419.638-82;68075
725.431.860-26;60503
725.436.089-74;42223
725.460.198-30;53420
725.460.938-00;14488
725.463.981-64;34709
725.468.139-19;21291
725.468.930-92;23022
725.469.831-64;1837
725.480.936-38;62658
725.483.610-71;78565
725.486.091-11;31886
725.489.063-29;55834
725.489.163-91;69487
725.490.863-92;17839
725.498.630-38;48528
725.601.984-01;27291
725.610.349-25;43549
725.613.049-06;93841
725.613.408-80;84136
725.614.903-43;88588
725.630.849-38;10389
725.634.980-74;67694
725.639.814-09;7636
725.641.980-58;9612
725.643.108-26;2552
725.648.913-73;55979
725.648.931-55;44981
725.680.194-76;7727
725.681.049-02;4569
725.681.934-09;30875
725.684.310-08;56245
725.689.043-56;84070
725.691.803-86;94292
725.691.840-20;27086
725.693.481-55;7788
725.694.018-11;69949
725.803.169-30;79891
725.803.491-97;39557
725.806.139-86;21681
725.809.136-02;45638
725.814.609-11;64202
725.816.930-02;11489
725.819.036-86;70976
725.834.069-65;42195
725.841.063-53;11977
725.861.340-44;36612
725.864.310-90;4502
725.896.104-67;75611
725.896.410-01;67814
725.901.384-23;74678
725.901.846-11;29017
725.903.618-40;75345
725.904.386-56;16172
725.906.481-11;34153
725.908.163-59;48139
725.908.436-74;81493
725.910.463-52;49390
725.913.084-97;30760
725.913.804-14;99744
725.914.086-02;38410
725.916.830-77;81186
725.930.418-97;59989
725.931.486-91;83202
725.936.084-47;23773
725.936.480-74;86853
725.938.604-56;5728
725.940.136-25;10010
725.940.163-06;32396
725.941.083-32;25963
725.941.630-07;63822
725.943.061-34;43857
725.946.138-19;49335
725.946.381-37;52835
725.948.610-49;16150
725.961.408-02;52376
725.964.318-82;76963
725.980.461-02;34001
725.980.634-65;57471
725.981.463-28;1886
725.983.016-68;12246
725.983.160-02;35530
726.014.385-17;18047
726.014.589-76;65141
726.019.458-85;91872
726.038.491-31;34032
726.038.954-00;80668
726.041.835-44;22188
726.041.859-11;4847
726.045.981-67;14251
726.051.349-70;81085
726.058.913-21;75671
726.059.381-40;37366
726.083.954-65;40271
726.084.913-40;7736
726.085.193-77;75939
726.093.518-95;97023
726.094.153-70;48298
726.095.138-95;56462
726.098.145-85;5845
726.098.415-58;45695
726.098.541-02;30428
726.104.538-17;57424
726.104.958-11;19752
726.104.985-94;27860
726.108.435-26;23878
726.130.849-87;31332
726.134.958-55;12473
726.135.904-16;683
726.139.504-80;69210
726.139.508-03;76127
726.139.805-59;70977
726.140.359-80;34727
726.143.859-64;49893
726.148.390-78;36812
726.149.530-16;57834
726.149.835-19;8366
726.150.983-30;7999
726.158.943-82;31518
726.180.954-30;44615
726.183.059-30;18699
726.185.493-09;57172
726.189.534-28;44685
726.193.084-96;42505
726.195.034-34;54258
726.195.480-20;74620
726.198.345-46;45107
726.198.540-67;64291
726.301.598-68;69733
726.308.951-30;19005
726.309.514-99;59995
726.310.459-80;29713
726.310.589-68;20792
726.315.094-80;60235
726.319.408-22;58755
726.340.159-25;96671
726.341.580-17;93129
726.345.801-26;20973
726.345.901-99;27581
726.348.590-74;27534,31701
726.348.910-40;28452
726.349.185-00;56291
726.350.194-52;70085
726.350.841-90;18453
726.359.140-52;56246
726.359.180-40;20955
726.381.045-07;92812
726.384.105-35;43099
726.390.584-10;15
726.390.814-03;15204
726.391.045-43;47020
726.391.058-68;49707
726.391.805-68;90928
726.394.105-80;77134
726.395.048-00;46433
726.395.410-99;92061
726.398.145-91;93480
726.403.589-10;17430
726.410.395-16;5075
726.413.950-61;28582
726.439.150-70;78899
726.439.851-09;94607
726.453.890-74;11068
726.459.038-00;26108
726.459.318-55;1504
726.459.830-65;47395
726.459.831-46;4607,82295
726.480.359-74;98402
726.481.903-50;77974
726.481.905-11;4767
726.489.310-31;46721
726.498.035-92;52720
726.498.531-82;86015
726.503.981-59;71387
726.504.813-07;8262
726.504.981-02;29919
726.509.418-20;67520
726.510.489-76;33668
726.519.380-68;5345
726.519.830-12;11198
726.530.948-00;7106
726.541.803-44;91063
726.541.930-80;477
726.548.901-20;42672
726.589.304-29;96985
726.589.413-82;29641
726.590.143-61;80854
726.591.830-40;50692
726.801.935-12;47458
726.803.149-13;98770
726.804.951-01;50157
726.809.341-13;70446
726.831.459-00;80118
726.834.905-00;5702
726.839.041-69;33302
726.839.145-55;7899
726.839.154-46;97703
726.840.935-47;3718
726.841.503-62;53995
726.843.910-50;28706
726.845.913-00;75634
726.850.314-80;48924
726.851.930-30;48996
726.851.934-64;49466
726.894.015-76;84839
726.901.435-34;47718
726.903.481-87;55712
726.905.814-85;35978
726.905.831-86;64230
726.908.134-40;24711
726.910.453-07;69963
726.910.548-02;42504
726.914.035-99;57733
726.915.403-16;78388
726.918.305-86;83716
726.931.805-03;86690
726.938.410-03;92017
726.940.318-03;16414
726.941.083-69;21367
726.948.013-31;78967
726.948.351-55;14974
726.948.510-02;28522
726.950.381-86;86826
726.958.314-55;434
726.958.403-65;43738
726.980.143-69;73325
726.980.345-56;30940
726.981.504-67;69606
726.981.530-59;89602
726.984.315-55;24762
728.013.946-96;36327
728.014.593-05;32353
728.016.495-11;20834
728.019.465-67;44242
728.031.496-13;89909
728.034.165-90;72833
728.035.691-59;92722
728.039.156-77;55121
728.039.641-04;15861
728.041.359-50;83953
728.043.591-23;10467
728.045.613-80;43152
728.049.351-32;2297
728.051.496-02;22695
728.051.694-76;43945
728.059.361-59;87480
728.064.913-04;32356
728.091.364-40;54310
728.091.563-95;51813
728.091.564-76;74507
728.091.634-13;27041
728.094.536-83;50324
728.096.451-67;1054
728.104.956-02;39669
728.105.693-12;41173
728.134.659-09;28317
728.134.960-22;12840
728.135.946-28;24963
728.136.045-26;67437
728.143.906-78;46351
728.146.305-71;28018
728.146.935-73;39252
728.149.306-13;59501
728.156.034-62;50147
728.156.309-40;73564
728.159.346-55;25151
728.160.539-03;14694
728.163.049-22;63845
728.163.409-96;41202
728.164.093-50;55911
728.164.930-40;73862
728.164.935-55;81770
728.165.304-26;4524
728.169.304-40;90673
728.194.063-78;36117
728.195.036-59;24985
728.195.304-60;17985
728.195.436-00;26714
728.305.149-04;3531
728.306.549-00;74710
728.306.594-65;48738
728.314.605-90;13346
728.314.690-31;53458
728.316.940-78;49499
728.319.056-21;81265
728.341.095-32;67203
728.349.015-97;28548
728.350.496-65;95850
728.351.940-88;88851
728.356.901-40;33376
728.356.940-56;8899
728.359.614-37;19589
